Key,English,Japanese,Korean,Taiwan,Chinese,French,Spanish,Portuguese,Thai,Indonesian,Vietnamese,Russian,German
[LinkAccountLinkSnsDescriptionMessage],"By linking your {0} account, you can link<br>your MementoMori game data to other devices<br>that are linked to your {0} account.<br><br><color=#BE5742>Only 1 MementoMori data file<br>can be linked to your {0} account.</color> ",{0}アカウント連携を行うと、<br>{0}アカウント連携を行った端末同士で<br>メメントモリのゲームデータを連携させることができます。<br><br><color=#BE5742>{0}アカウントに連携できるメメントモリの<br>データは1つだけです。</color>,{0} 계정을 이용해 연동하면<br>해당 계정에 로그인한 다른 디바이스에서도<br>게임 데이터를 공유할 수 있습니다.<br><br><color=#BE5742>하나의 {0} 계정에는<br>하나의 게임 데이터만 연동 가능합니다.</color>,與{0}帳號連動後，您將能在所有使用{0}帳號的<br>裝置上同步《MementoMori》的遊戲進度。<br><br><color=#BE5742>每個{0}帳號<br>只能與一組《MementoMori》的資料連動。</color>,与{0}账号绑定后，您将能在所有使用{0}账号的<br>装置上同步《MementoMori》的游戏进度。<br><br><color=#BE5742>每个{0}账号<br>只能与一组《MementoMori》的数据绑定。</color>,La liaison de compte {0} vous permet<br>de retrouver vos données de jeu sur tous appareil sur lesquel<br>celle-ci {0} a été effectuée.<br><br><color=#BE5742>Il n'est possible de lier votre compte {0}<br>qu'à un seul compte MementoMori.</color>,"Al vincular tu cuenta {0}, puedes vincular<br>tus datos de MementoMori a otros dispositivos<br>que están vinculados a tu cuenta {0}.<br><br><color=#BE5742>Solo se puede vincular 1 archivo de datos<br> de MementoMori a tu cuenta {0}.</color>","Ao vincular uma conta {0},<br>você poderá sincronizar dados de jogo<br>de MementoMori entre os dispositivos<br>vinculados à conta {0}.<br><br><color=#BE5742>Só é possível vincular dados de um jogo<br>de MementoMori por conta {0}</color>.",เมื่อเชื่อมโยงบัญชี {0} คุณจะสามารถแบ่งปันข้อมูลเกม<br>MementoMori ไปยังอุปกรณ์อื่น ๆ<br>ที่มีการเชื่อมโยงกับบัญชี {0} ของคุณได้<br><br><color=#BE5742>สามารถเชื่อมโยงไฟล์ข้อมูล MementoMori<br>เข้ากับบัญชี {0} ของคุณได้เพียง 1 ไฟล์เท่านั้น</color>,"Dengan menautkan akun {0} milikmu, kamu bisa<br>menautkan data game MementoMori milikmu ke<br>perangkat lain yang telah ditautkan ke akun {0}<br>milikmu.<br><br><color=#BE5742>Hanya 1 file data MementoMori<br>yang bisa ditautkan ke akun {0} milikmu.</color>","Bằng cách liên kết tài khoản {0} của mình, bạn có thể liên<br>kết dữ liệu trò chơi MementoMori của mình với các thiết<br>bị khác được liên kết với tài khoản {0} đó.<br><br><color=#BE5742>Chỉ 1 tập tin dữ liệu MementoMori<br>có thể liên kết với tài khoản {0} của bạn.</color>","Привязав свой аккаунт {0}, вы можете<br>синхронизировать свои игровые данные MementoMori<br>с другими устройствами, привязанными к вашему<br>аккаунту {0}.<br><br><color=#BE5742>Только 1 файл данных MementoMori<br>можно привязать к аккаунту {0}.</color>","Indem du dein {0}-Konto verknüpfst, kannst du<br>auf deine MementoMori-Spieldaten auch auf anderen<br>Geräten, die mit deinem {0}-Konto verknüpft<br>sind, zugreifen.<br><br><color=#BE5742>Es kann nur 1 MementoMori-Datei<br>mit deinem {0}-Konto verknüpft werden.</color>"
[LinkAccountAndroidOnlyMessage],<color=#BE5742>Using {0} for your account link<br>will only let you link to the Android version.</color>,<color=#BE5742>{0}を使用したアカウント連携では<br>Android版とのみ連携可能になります。</color>,<color=#BE5742>{0} 계정을 통한 연동은<br>Android에서만 가능합니다.</color>,<color=#BE5742>使用{0}帳戶進行連動<br>僅適用於Android裝置之間的資料同步。</color>,<color=#BE5742>使用{0}账户进行绑定<br>仅适用于Android设备之间的数据同步。</color>,<color=#BE5742>La liaison de compte {0}<br>est réservée aux appareils Android.</color>,<color=#BE5742>Usar {0} para tu vínculo de cuenta<br> solo te permitirá vincularte a la versión de Android.</color>,"<color=#BE5742>Ao utilizar {0} para vincular sua conta,<br>você só poderá sincronizar dados da versão Android.</color>",<color=#BE5742>เมื่อใช้ {0} เพื่อเชื่อมโยงบัญชี<br>คุณจะสามารถเชื่อมโยงได้เฉพาะเวอร์ชัน Android เท่านั้น</color>,<color=#BE5742>Menggunakan {0} untuk penautan akunmu<br>hanya akan mengizinkanmu untuk menautkan ke versi<br>Android.</color>,<color=#BE5742>Sử dụng {0} để liên kết tài khoản<br>chỉ cho phép bạn liên kết với phiên bản Android.</color>,<color=#BE5742>Использование {0} для привязки аккаунта<br>позволит вам выполнить привязку только Android версии.</color>,"<color=#BE5742>Wenn du {0} für die Kontoverknüpfung nutzt,<br>kannst du nur die Android-Version verknüpfen.</color>"
[LinkAccountIOSOnlyMessage],<color=#BE5742>Using {0} for your account link<br>will only let you link to the iOS version.</color>,<color=#BE5742>{0}を使用したアカウント連携では<br>iOS版とのみ連携可能になります。</color>,<color=#BE5742>{0} 계정을 통한 연동은<br>iOS에서만 가능합니다.</color>,<color=#BE5742>使用{0}帳戶進行連動<br>僅適用於iOS裝置之間的資料同步。</color>,<color=#BE5742>使用{0}账户进行绑定<br>仅适用于iOS设备之间的数据同步。</color>,<color=#BE5742>La liaison de compte {0}<br>est réservée aux appareils iOS.</color>,<color=#BE5742>Usar {0} para tu vínculo de cuenta<br>solo te permitirá vincularte a la versión de iOS.</color>,"<color=#BE5742>Ao utilizar {0} para vincular sua conta,<br>você só poderá sincronizar dados da versão iOS.</color>",<color=#BE5742>เมื่อใช้ {0} เพื่อเชื่อมโยงบัญชี<br>คุณจะสามารถเชื่อมโยงได้เฉพาะเวอร์ชัน iOS เท่านั้น</color>,<color=#BE5742>Menggunakan {0} untuk penautan akunmu<br>hanya akan mengizinkanmu untuk menautkan ke<br>versi iOS.</color>,<color=#BE5742>Sử dụng {0} để liên kết tài khoản<br>chỉ cho phép bạn liên kết với phiên bản iOS.</color>,<color=#BE5742>Использование {0} для привязки аккаунта<br>позволит вам выполнить привязку только iOS версии.</color>,"<color=#BE5742>Wenn du {0} für die Kontoverknüpfung nutzt,<br>kannst du nur die iOS-Version verknüpfen.</color>"
[LinkAccountSubscriptionWarningMessage],"If you purchased the Right of Covenant,<br>it will be linked to your game account,<br>and therefore be valid across different platforms.<br>Please be careful not to make duplicate purchases.<br><br><color=#BE5742>Sharing your password to third parties,<br>and thereby allowing them access to your account,<br>is a violation of the Terms of Service Agreement.<br>If we discover any violations on your account,<br>we may permanently suspend your account<br>without prior notice, so please be careful.</color>",購入済みのサブスクリプションアイテムは<br>ゲームアカウントに紐づくため、<br>異なるプラットフォーム間でも有効です。<br>重複購入にお気を付けください。<br><br><color=#BE5742>第三者に連携パスワードを教え、<br>利用させる行為は利用規約違反となります。<br>違反が確認された場合、<br>予告なくアカウントの永久停止措置を<br>実施する場合がございますのでご注意ください。</color>,정기 구독 아이템은 계정에 귀속되므로<br>플랫폼에 상관없이 이용하실 수 있습니다.<br>중복 구매하지 않도록 주의해 주세요.<br><br><color=#BE5742>제3자에게 연동 패스워드를 공유하는 행위는<br>게임 이용약관 위반에 해당됩니다.<br>약관 위반이 확인된 계정은 사전 고지 없이<br>영구 정지 조치가 이루어지므로 주의해 주세요.</color>,您購買的訂閱服務與遊戲帳號綁定，<br>可在不同的平台上使用，請避免重複購買。<br><br><color=#BE5742>將連動密碼交予他人使用<br>屬於違反服務條款之行為。<br>若發現上述違規行為，<br>我們將採取帳號永久停權等必要處置。<br>請玩家切勿心存僥倖。</color>,您购买的订阅服务与游戏账号绑定，<br>可在不同的平台上使用，请避免重复购买。<br><br><color=#BE5742>将绑定密码提供给他人使用<br>属于违反服务条款的行为。<br>若发现上述违规行为，<br>我们将采取永久封停账号等必要处置措施。<br>请玩家切勿心存侥幸。</color>,Les objets de souscription achetés sont liés à votre compte de jeu.<br>Ils restent ainsi valides quelle que soit la plateforme.<br>Attention à ne pas les acheter plusieurs fois !,"Si compraste el Derecho de pacto,<br>se vinculará a tu cuenta de juego<br>y, por lo tanto, será válido en diferentes plataformas.<br>Ten cuidado de no hacer compras duplicadas.","Como opções de assinaturas já adquiridas<br>são associadas à conta de jogo, elas<br>permanecerão válidas em plataformas diferentes.<br>Tome cuidado para não realizar compras duplicadas.",หากคุณซื้อเอกสิทธิ์แห่งพันธสัญญา<br>รายการดังกล่าวจะถูกเชื่อมโยงไปยังบัญชีเกมของคุณ<br>และสามารถใช้งานได้ในหลายแพลตฟอร์ม<br>โปรดระวังอย่าซื้อซ้ำ,"Jika kamu membeli Right of Covenant,<br>itu akan ditautkan ke akun game milikmu,<br>dan oleh karena itu akan berlaku di berbagai platform<br>berbeda.<br>Harap berhati-hatilah agar tidak melakukan pembelian<br>ganda.","Nếu bạn đã mua Đặc Quyền Giao Ước,<br>sản phẩm sẽ được liên kết với tài khoản trò chơi của bạn,<br>và đều có giá trị trên các nền tảng khác nhau.<br>Hãy chú ý để không thực hiện mua trùng lặp.","Если вы приобрели Заветное право,<br>оно будет привязано к вашему игровому аккаунту<br>и будет действовать на всех платформах.<br>Будьте внимательны, чтобы избежать повторной покупки.","Wenn du den Hexenbund kaufst,<br>wird er mit deinem Spielkonto verknüpft<br>und ist plattformübergreifend gültig.<br>Achte bitte darauf, keine Doppelkäufe zu tätigen."
[LinkAccountCompleteLabel],Account Link Complete,アカウント連携完了,계정 연동 완료,帳號連動完畢,账号绑定完毕,Liaison de compte réussie,Vínculo de cuenta completo,Vinculação de conta concluída,การเชื่อมโยงบัญชีเสร็จสิ้น,Penautan Akun Selesai,Hoàn Tất Liên Kết Tài Khoản,Привязка аккаунта завершена,Kontoverknüpfung abgeschlossen
[LinkAccountCompleteInheritMessage],Game data link has been completed.<br>The game will now restart.,ゲームデータの連携が完了しました。<br>ゲームを再起動します。,게임 데이터 연동이 완료되었습니다.<br>게임을 재시작합니다.,遊戲資料已完成連動。<br>將重新啟動遊戲。,游戏数据绑定完毕。<br>即将重新启动游戏。,La liaison des données de jeu est terminée.<br>Le jeu va redémarrer.,El vínculo de datos del juego se completó.<br>El juego se reiniciará ahora.,A vinculação dos dados de jogo foi concluída.<br>O jogo será reiniciado.,การเชื่อมโยงข้อมูลเกมเสร็จสิ้น<br>เกมกำลังจะรีสตาร์ท,Penautan data game telah selesai.<br>Game akan direstart.,Liên kết dữ liệu trò chơi đã được hoàn tất.<br>Trò chơi sẽ khởi động lại.,Привязка игровых данных завершена.<br>Игра будет перезапущена.,Die Spieldatenverknüpfung wurde abgeschlossen.<br>Das Spiel wird nun neustarten.
[LinkAccountPasswordMenuDialogMessage],Please make a selection regarding your link password.,連携パスワードについて選択してください。,아래의 메뉴 중에서 선택해 주세요.,請選擇要進行的項目。,请选择绑定密码。,Procédez à une sélection pour mot de passe de liaison.,Haz una selección con respecto a tu contraseña.,Escolha uma opção a respeito da senha de vinculação.,โปรดเลือกรหัสผ่านการเชื่อมโยง,Silakan tentukan pilihan terkait kata sandi tautanmu.,Vui lòng thực hiện lựa chọn liên quan đến mật khẩu liên kết của bạn.,Выберите действие с паролем привязки.,Bitte triff eine Auswahl bezüglich deines Verknüpfungspassworts.
[LinkAccountPasswordMenuInputInheritInfoLabel],Enter your link code and link password.,連携コードと連携パスワードを入力,연동 정보를 입력하여 계정 연동하기,輸入連動代碼與連動密碼,输入绑定码与绑定密码。,Saisie du code et du mot de passe de liaison,Ingresa tu código y la contraseña.,Insira seu código e senha de vinculação.,กรอกรหัสการเชื่อมโยงและรหัสผ่านการเชื่อมโยง,Masukkan kode dan sandi penautanmu.,Nhập mã liên kết và mật khẩu liên kết của bạn.,Введите код и пароль привязки.,Verknüpfungscode und -passwort eing.
[LinkAccountPasswordMenuSettingPasswordLabel],Set link password.,連携パスワードの設定,연동 패스워드 설정,設定連動密碼,设置绑定密码,Paramétrer un mot de passe de liaison,Establecer contraseña.,Configuração da senha de vinculação,ตั้งรหัสผ่านการเชื่อมโยง,Atur kata sandi penautan.,Đặt mật khẩu liên kết.,Укажите пароль привязки.,Lege ein Verknüpfungspasswort fest.
[LinkAccountInputInheritInfoTitle],Enter Link Information,連携情報入力,연동 정보 입력,輸入連動資訊,输入绑定信息,Saisie des informations de liaison,Ingresa la información de vínculo,Insira os dados de vinculação,กรอกข้อมูลการเชื่อมโยง,Masukkan Informasi Penautan,Nhập Thông Tin Liên Kết,Ввод информации для привязки,Gib die Verknüpfungsinformationen ein.
[LinkAccountInputInheritInfoMessage],Please enter your link code and password.,連携コードとパスワードを入力してください。,연동 코드와 연동 패스워드를 입력해 주세요.,請輸入連動代碼與密碼。,请输入绑定码与密码。,Saisissez un code et un mot de passe de liaison.,Ingresa tu código y la contraseña.,Insira sua senha e código de vinculação.,โปรดกรอกรหัสการเชื่อมโยงและรหัสผ่านการเชื่อมโยง,Harap masukkan kode dan kata sandi penautanmu.,Vui lòng nhập mã liên kết và mật khẩu liên kết của bạn.,Введите код привязки и пароль.,Bitte Verknüpfungscode und -passwort eingeben.
[LinkAccountLinkGameIdLabel],Link Code,連携コード,연동 코드,連動代碼,绑定码,Code de liaison,Código,Código,รหัสการเชื่อมโยง,Kode Penautan,Mã Liên Kết,Код привязки,Verknüpfungsc.
[LinkAccountLinkPasswordLabel],Link Password,連携パスワード,연동 패스워드,連動密碼,绑定密码,Mot de passe de liaison,Contraseña,Senha,รหัสผ่านเชื่อมโยง,Kata Sandi Penautan,Mật Khẩu Liên Kết,Пароль привязки,Verknüpfungsp.
[LinkAccountInputtableTextLabel],"Uses only numbers, uppercase and lowercase letters,",数字、大文字、小文字のみ使用した,숫자 및 영문 대/소문자 사용 가능,請使用數字、英文大小寫字母設定長度為,请使用数字、大小写英文字母,Chiffres et lettres (minuscules et majuscules) uniquement,"Usa solo números, letras mayúsculas y minúsculas,",Apenas números e letras maiúsc./minúsc.,รหัสผ่านจะต้องประกอบด้วยตัวเลข ตัวอักษรใหญ่ และตัวอักษรเล็กเท่านั้น,"Gunakan hanya angka, huruf besar dan huruf kecil,","Chỉ sử dụng số, chữ cái viết hoa và viết thường,","Может состоять из цифр, заглавных и строчных букв",Nur Zahlen sowie Groß- und Kleinbuchstaben
[LinkAccountInputtableLengthLabel],and is 8-16 characters long.,8文字以上16文字以内,※8~16자 사이,8至16個字元的密碼,设置长度为8至16个字符的密码。,Entre 8 et 16 caractères,y entre 8 y 16 caracteres.,Deve conter entre 8 e 16 caracteres.,โดยมีความยาว 8-16 ตัวอักษร,serta panjangnya 8-16 karakter.,dài từ 8-16 ký tự.,и иметь длину в пределах 8-16 символов.,und 8–16 Zeichen lang.
[LinkAccountInputGameDataIdPlaceHolder],Please enter your link code,連携コードを入力してください,연동 코드를 입력하세요,請輸入連動代碼,请输入绑定码。,Saisissez le code de liaison.,Ingresa tu código,Insira seu código de vinculação.,โปรดกรอกรหัสการเชื่อมโยง,Harap masukkan kode penautanmu,Vui lòng nhập mã liên kết của bạn,Введите ваш код привязки,Bitte gib deinen Verknüpfungscode ein.
[LinkAccountInputPasswordPlaceHolder],Please enter your link password,連携パスワードを入力してください,연동 패스워드를 입력하세요,請輸入連動密碼,请输入绑定密码。,Saisissez le mot de passe de liaison.,Ingresa tu contraseña,Insira sua senha de vinculação.,โปรดกรอกรหัสผ่านการเชื่อมโยง,Harap masukkan kata sandi penautanmu,Vui lòng nhập mật khẩu liên kết của bạn,Введите ваш пароль привязки,Bitte gib dein Verknüpfungspasswort ein.
[LinkAccountInputLinkPasswordDialogTitle],Enter Link Information,連携情報入力,연동 패스워드 설정,輸入連動資訊,输入绑定信息,Saisie des informations de liaison,Ingresa la información de vínculo,Insira os dados de vinculação,กรอกข้อมูลการเชื่อมโยง,Masukkan Informasi Penautan,Nhập Thông Tin Liên Kết,Ввод информации для привязки,Gib die Verknüpfungsinformationen ein.
[LinkAccountInputLinkPasswordDialogMessage],Please enter a password.,パスワードを入力してください。,연동 패스워드를 입력해 주세요.,請輸入密碼。,请输入密码。,Saisissez le mot de passe.,Ingresa una contraseña.,Insira sua senha de vinculação.,โปรดกรอกรหัสผ่าน,Harap masukkan kata sandi.,Vui lòng nhập mật khẩu.,Введите пароль.,Bitte gib ein Passwort ein.
[LinkAccountDataInheritLabel],Confirm Account Link,アカウント連携確認,계정 연동 확인,帳號連動提示,账号绑定提示,Vérification de liaison du compte,Confirmar vínculo de cuenta,Confirmar vinculação de conta,ยืนยันการเชื่อมโยงบัญชี,Konfirmasi Penautan Akun,Xác Nhận Liên Kết Tài Khoản,Подтверждение привязки аккаунта,Kontoverknüpfung bestätigen
[LinkAccountOverrideMessage],The following data currently being played<br>will be overwritten and be unrecoverable.<br>Do you still wish to proceed?,現在プレイされている以下のデータは<br>上書きされ復元できなくなります。<br>本当によろしいですか？,아래의 게임 데이터를 덮어씁니다.<br>계정을 연동하지 않았다면 복구할 수 없게 됩니다.<br>정말로 진행하시겠습니까?,以下的遊戲進度將被覆蓋且無法復原。<br>確定要繼續執行嗎？,当前的游戏进度<br>将被覆盖且无法复原。<br>是否继续？,Les données actuellement utilisées (voir ci-dessous)<br>seront écrasées définitivement.<br>Confirmer ?,Los siguientes datos que se están jugando actualmente<br>se sobrescribirán y no los podrás recuperar.<br>¿Quieres continuar?,"Os dados de jogo abaixo, usados atualmente,<br>serão sobrescritos e não poderão ser recuperados.<br>Deseja mesmo prosseguir?",ข้อมูลที่กำลังใช้งานอยู่ต่อไปนี้<br>จะถูกแทนที่และไม่สามารถเรียกคืนได้<br>ต้องการดำเนินการต่อหรือไม่,Data berikut yang sedang dimainkan<br>akan ditimpa dan tidak dapat dipulihkan.<br>Apakah kamu masih ingin melanjutkan?,Dữ liệu đang được phát sau đây<br>sẽ bị ghi đè và không thể khôi phục.<br>Bạn có muốn tiếp tục không?,Текущие игровые данные будут перезаписаны<br>без возможности восстановления.<br>Продолжить?,Die folgenden aktuell gespielten Daten werden<br>überschrieben und können danach nicht mehr<br>wiederhergestellt werden. Trotzdem fortfahren?
[LinkAccountPlayerInfoLastLoginWorldLabel],Last Login,最終ログイン,마지막 접속 월드,上次登入,上次登录,Dernière connexion,Última sesión,Último login,ล็อกอินล่าสุด,Login Terakhir,Lần Đăng Nhập Gần Nhất,Последний вход,Letzter Login
[LinkAccountCompleteLinkPasswordMessage],The information below has been set.<br>Please make a copy of your link code and password.,以下の内容で設定を行いました。<br>連携コードとパスワードは必ず控えをお取りください。,아래와 같이 설정이 완료되었습니다.<br>연동 코드와 연동 패스워드는 잊지 말고 메모해 두세요!,已完成以下設定。<br>請務必妥善保管您的連動代碼與密碼。,已完成以下设置。<br>请务必妥善保管绑定码与密码。,Les informations suivantes ont été enregistrées.<br>Conservez votre code et votre mot de passe de liaison.,La información a continuación se estableció.<br>Asegúrate de hacer una copia de tu código y la contraseña.,A configuração foi realizada. Procure manter<br>uma cópia de sua senha e código de vinculação.,ตั้งค่าข้อมูลด้านล่างนี้แล้ว<br>โปรดคัดลอกรหัสการเชื่อมโยงและรหัสผ่านของท่าน,Informasi di bawah ini telah ditetapkan.<br>Harap pastikan untuk membuat salinan kode dan kata sandi penautanmu.,Thông tin dưới đây đã được thiết lập.<br>Hãy đảm bảo tạo bản sao mã liên kết và mật khẩu liên kết của bạn.,Была указана следующая информация.<br>Обязательно скопируйте ваш код привязки и пароль.,Die Daten wurden festgelegt. Bitte<br>sichere Verknüpfungscode und -passwort.
[LinkAccountConfirmLinkTitle],Confirm Account Link,アカウント連携確認,계정 연동 확인,帳號連動提示,账号绑定提示,Vérification de liaison du compte,Confirmar vínculo de cuenta,Confirmar vinculação de conta,ยืนยันการเชื่อมโยงบัญชี,Konfirmasi Penautan Akun,Xác Nhận Liên Kết Tài Khoản,Подтверждение привязки аккаунта,Kontoverknüpfung bestätigen
[LinkAccountConfirmLinkMessage],Would you like to link this game data?,このゲームデータと連携しますか？,아래의 게임 데이터와 연동하시겠습니까?,是否要與這組遊戲資料連動？,是否要绑定这组游戏数据？,Voulez-vous lier ces données de jeu ?,¿Quieres vincular estos datos de juego?,Deseja vincular com estes dados de jogo?,ต้องการเชื่อมโยงข้อมูลเกมนี้หรือไม่,Apakah kamu ingin menautkan data game ini?,Bạn có muốn liên kết dữ liệu trò chơi này không?,Привязать эти игровые данные?,Möchtest du diese Spieldaten verknüpfen?
[LinkAccountConfirmLinkLabel],Link,連携する,연동,連動,进行绑定,Lier,Vínculo,Vincular,เชื่อมโยง,Tautan,Liên Kết,Привязка,Verknüpfen
[LinkAccountAlreadyLinkedMessage],The {0} account you logged into<br>has already been linked to MementoMori.,ログインした{0}アカウントは<br>既にメメントモリとアカウント連携しています。,로그인한 {0} 계정은<br>이미 메멘토 모리에 연동되어 있습니다.,您登入的{0}帳號已經與《MementoMori》完成連動。,您登录的{0}账号已与《MementoMori》完成绑定。,Ce compte est déjà lié à MementoMori.,La cuenta {0} en la que iniciaste sesión<br>ya se vinculó a MementoMori.,A conta {0} na qual você fez login<br>já está vinculada a MementoMori.,บัญชี {0} ที่ท่านต้องการล็อกอิน<br>ได้มีการเชื่อมโยงเข้ากับ MementoMori แล้ว,Akun {0} yang kamu masuki<br>telah ditautkan ke MementoMori.,Tài khoản {0} bạn đăng nhập vào<br>đã được liên kết với MementoMori.,"Аккаунт {0}, в который выполнен вход,<br>уже привязан к MementoMori.","Das {0}-Konto, bei dem du dich angemeldet hast,<br>ist bereits mit MementoMori verknüpft."
[LinkAccountFirstStartAlreadyLinkedMessage],The {0} account you logged into<br>has already been linked to MementoMori.<br>Would you like to carry your data over and play?,ログインした{0}アカウントは<br>既にメメントモリとアカウント連携しています。<br>データを引き継いでプレイしますか？,로그인한 {0} 계정은<br>이미 메멘토 모리에 연동되어 있습니다.<br>데이터를 불러오시겠습니까?,您登入的{0}帳號已經與《MementoMori》完成連動。<br>是否要繼承現有的遊戲進度？,您登录的{0}账号已与《MementoMori》完成绑定。<br>是否要继承现有的游戏进度？,Le compte {0} sur lequel vous vous êtes connecté(e)<br>est déjà lié à MementoMori.<br>Voulez-vous reprendre la partie avec ces données ?,La cuenta {0} en la que iniciaste sesión<br>ya se vinculó a MementoMori.<br>¿Quieres transportar tus datos y jugar?,A conta {0} na qual você fez login<br>já está vinculada a MementoMori.<br>Deseja transferir os dados existentes para jogar?,บัญชี {0} ที่ท่านต้องการล็อกอิน<br>ได้มีการเชื่อมโยงเข้ากับ MementoMori แล้ว<br>ต้องการใช้ข้อมูลดังกล่าวเพื่อเล่นเกมหรือไม่,Akun {0} yang kamu masuki<br>telah ditautkan ke MementoMori.<br>Apakah kamu ingin memindahkan datamu dan bermain?,Tài khoản {0} bạn đăng nhập vào<br>đã được liên kết với MementoMori.<br>Bạn có muốn chuyển dữ liệu sang và chơi không?,"Аккаунт {0}, в который выполнен вход,<br>уже привязан к MementoMori.<br>Хотите перенести свои данные и начать игру?","Das {0}-Konto, bei dem du dich angemeldet<br>hast, ist bereits mit MementoMori verknüpft.<br>Möchtest du deine Daten übertragen und spielen?"
[LinkAccountPasswordAlreadyLinkedMessage],This game data has already been linked to this device.,このゲームデータは既にこの端末に連携済です。,이미 현재 디바이스에 연동되어 있는 게임 데이터입니다.,這組遊戲資料已經與目前的裝置完成連動。,这组游戏数据已与本设备完成绑定。,Ces données de jeu sont déjà liées à cet appareil.,Estos datos de juego ya se vincularon a este dispositivo.,Estes dados de jogo já estão vinculados<br>a este dispositivo.,ข้อมูลเกมถูกเชื่อมโยงเข้ากับอุปกรณ์นี้เรียบร้อยแล้ว,Data game ini telah ditautkan ke perangkat ini.,Dữ liệu trò chơi đã được liên kết với thiết bị này.,Эти игровые данные уже привязаны к этому устройству.,Diese Spieldaten wurden bereits mit diesem Gerät<br>verknüpft.
[LinkAccountUnlinkMessage],"If you link to a different link code,<br>you must unlink your current account.",別の連携コードと連携を行う場合、<br>現在のアカウント連携を解除する必要があります。,다른 계정의 연동 코드를 이용하려면<br>현재 계정의 연동을 해제해야 합니다.,您必須解除目前的帳號連動，<br>才能重新綁定其他的連動代碼。,您必须解除当前的账号绑定，<br>才能重新绑定其他的绑定码。,Procéder à une liaison via un autre code peut nécessiter<br>la suppression de la liaison de compte actuelle.,"Si te vinculas a un código diferente,<br>debes desvincular tu cuenta actual.","Caso deseje vincular usando um código diferente,<br>primeiro será preciso remover o vínculo atual da conta.",หากต้องการเชื่อมโยงกับรหัสการเชื่อมโยงอื่น<br>คุณจะต้องยกเลิกการเชื่อมโยงบัญชีปัจจุบัน,"Jika kamu menautkan ke kode penautan yang berbeda,<br>kamu harus memutuskan tautan akunmu yang sekarang.","Nếu bạn liên kết với một mã liên kết khác,<br>bạn cần hủy liên kết với tài khoản hiện tại.",Для привязки к другому коду<br>отмените привязку текущего аккаунта.,"Um einen anderen Verknüpfungscode zu verknüpfen,<br>musst du zuerst die aktuelle Verknüpfung trennen."
[LinkAccountUnlinkDialogTitle],Unlink Account,アカウント連携解除,계정 연동 해제,解除帳號連動,解除账号绑定,Délier un compte,Desvincular cuenta,Desvincular conta,ยกเลิกการลิงก์,Putus Tautan Akun,Hủy Liên Kết Tài Khoản,Отмена привязки аккаунта,Kontoverknüpfung trennen
[LinkAccountUnlinkDialogMessage],"By unlinking your account,<br>the following game data will be unrecoverable.",連携を解除すると<br>以下のゲームデータは復元できなくなります。,현재 계정과 연동을 해제합니다.<br>아래의 게임 데이터는 복구할 수 없게 됩니다.,解除連動後，<br>以下的遊戲資料將無法復原。,解除绑定后，<br>以下的游戏数据将无法复原。,"Une fois la liaison supprimée,<br>les données suivantes ne pourront plus être restaurées.","Al desvincular tu cuenta,<br>los siguientes datos de juego no se podrán recuperar.","Ao remover o vínculo,<br>os dados de jogo abaixo não poderão ser recuperados.",เมื่อยกเลิกการเชื่อมโยงบัญชี<br>จะไม่สามารถเรียกคืนข้อมูลเกมต่อไปนี้ได้,"Dengan memutus tautan akunmu,<br>data game berikut tidak akan bisa dipulihkan.","Khi bạn hủy liên kết tài khoản,<br>dữ liệu trò chơi sau đây sẽ không thể khôi phục.",После отмены привязки аккаунта<br>следующие игровые данные будет нельзя восстановить.,"Wenn du die Kontoverknüpfung trennst, können<br>folgende Spieldaten nicht wiederhergestellt werden."
[LinkAccountUnlinkConfirmationMessage],Do you still wish to unlink your account?,本当に解除してもよろしいですか？,정말로 해제하시겠습니까?,確定要解除連動嗎？,是否要解除绑定？,Confirmer la suppression ?,¿Aún quieres desvincular tu cuenta?,Deseja mesmo desvincular?,ต้องการดำเนินการยกเลิกการเชื่อมโยงบัญชีต่อหรือไม่,Apakah kamu masih ingin memutus tautan akunmu?,Bạn có muốn tiếp tục hủy liên kết tài khoản không?,Все равно отменить привязку аккаунта?,Möchtest du die Verknüpfung deines Kontos dennoch<br>trennen?
[LinkAccountUnlinkCompleteMessage],Account has been unlinked.,アカウントの連携を解除しました。,계정 연동이 해제되었습니다.,已解除帳號連動。,已解除账号绑定。,La liaison de compte a été supprimée.,La cuenta se desvinculó.,A conta foi desvinculada.,ยกเลิกการเชื่อมโยงบัญชีแล้ว,Tautan akun telah diputus.,Đã hủy liên kết với tài khoản.,Привязка аккаунта была отменена.,Kontoverknüpfung wurde getrennt.
[LinkAccountConfirmInheritTitle],Confirm Account Link,アカウント連携確認,계정 연동 확인,帳號連動提示,账号绑定提示,Vérification de liaison du compte,Confirmar vínculo de cuenta,Confirmar vinculação de conta,ยืนยันการเชื่อมโยงบัญชี,Konfirmasi Penautan Akun,Xác Nhận Liên Kết Tài Khoản,Подтверждение привязки аккаунта,Kontoverknüpfung bestätigen
